"drawNumber","drawDate","nextDrawDate","ball1","ball2","ball3","ball4","ball5","div1Winners","div1Payout","div2Winners","div2Payout","div3Winners","div3Payout","div4Winners","div4Payout","totalPrizePool","totalSales","estimatedJackpot","guaranteedJackpot","numWinners","millionairs"
597,2020-10-27,2020-10-28,27,23,18,25,8,4,92948.5,269,318.4,8441,20.3,81664,5.1,1045282.3,2088732,4e+05,0,90378,4
598,2020-10-28,2020-10-29,11,34,22,5,10,5,68352.4,286,275.2,8353,18.8,80447,4.8,963651.2,1920012,350000,0,89091,5
599,2020-10-29,2020-10-30,4,27,17,26,13,3,117058.4,238,339.9,7776,20.8,76424,5.1,983574.6,1972893,5e+05,0,84441,3
600,2020-10-30,2020-10-31,18,21,20,19,36,5,82067.7,400,236.3,9658,19.6,93771,4.9,1153633.2,2305272,4e+05,0,103834,5
601,2020-10-31,2020-11-01,25,30,35,1,20,2,168762.3,326,238.4,7673,20.3,72880,5.2,949980.9,1896207,2e+05,0,80881,2
602,2020-11-01,2020-11-02,13,32,6,8,29,1,221876.5,143,357.5,4574,22.3,48150,5.1,620564.2,1246497,350000,0,52868,1
603,2020-11-02,2020-11-03,1,14,7,9,22,1,337066.7,319,243.4,8773,17.7,79542,4.7,943840.8,1893633,4e+05,0,88635,1
604,2020-11-03,2020-11-04,2,22,17,36,15,0,0,278,1811.6,9570,19.7,93073,4.9,1148211.5,2299653,350000,0,102921,0
605,2020-11-04,2020-11-05,30,31,18,21,24,2,189343.3,267,326.7,8473,20.6,82908,5.2,1071580.9,2127453,350000,0,91650,2
606,2020-11-05,2020-11-06,8,22,27,29,24,2,188831.2,277,314,8150,21.3,82048,5.1,1056680.2,2121699,420000,0,90477,2
607,2020-11-06,2020-11-07,1,28,31,32,10,0,0,246,2072,8244,23.2,86469,5.4,1167905.4,2327430,380000,0,94959,0
608,2020-11-07,2020-11-08,23,32,34,24,7,1,328848.9,238,318.2,7296,20.7,73857,4.9,917507,1847466,2e+05,0,81392,1
609,2020-11-08,2020-11-09,18,25,29,19,10,0,0,130,1979,4676,20.6,46664,5.1,591582,1174716,330000,0,51470,0
610,2020-11-09,2020-11-10,13,1,14,30,24,4,80099.5,198,372.7,6607,22.4,67454,5.3,899695.6,1799988,420000,0,74263,4
611,2020-11-10,2020-11-11,32,26,27,33,35,2,178243.8,262,313.4,7948,20.6,77564,5.1,997903.6,2002740,350000,0,85776,2
612,2020-11-11,2020-11-12,28,21,19,10,2,1,332764.8,236,324.8,7533,20.4,72955,5.1,935161.3,1869465,350000,0,80725,1
613,2020-11-12,2020-11-13,18,32,3,12,33,0,0,264,1575.1,7788,20,77100,4.9,949376.4,1898670,360000,0,85152,0
614,2020-11-13,2020-11-14,14,32,23,8,31,1,392471.3,247,365.9,7959,22.7,83073,5.3,1103804.8,2204895,350000,0,91280,1
615,2020-11-14,2020-11-15,25,35,20,1,29,1,312225,294,244.7,6849,21,67949,5.1,874535.7,1754073,2e+05,0,75093,1
616,2020-11-15,2020-11-16,11,36,12,9,19,2,103667.6,159,300.3,5416,17.6,50898,4.6,584535.3,1164804,320000,0,56475,2
617,2020-11-16,2020-11-17,25,27,3,6,33,2,155997.4,220,326.6,7184,20,70256,5,878806.8,1752780,4e+05,0,77662,2
618,2020-11-17,2020-11-18,26,18,21,34,29,0,0,274,1568.9,7945,20.3,76503,5.1,981327.4,1962879,340000,0,84722,0
619,2020-11-18,2020-11-19,13,35,12,36,31,1,325034.1,233,321.3,7735,19.3,73283,4.9,908269.2,1826034,340000,0,81252,1
620,2020-11-19,2020-11-20,35,12,16,33,25,1,335687.3,228,339.1,7561,20.5,74513,5.1,948018.9,1885884,5e+05,0,82303,1
621,2020-11-20,2020-11-21,34,16,4,5,32,0,0,261,2254.2,8522,20.7,86793,4.9,1190037.3,2154576,380000,0,95576,0
622,2020-11-21,2020-11-22,19,11,15,30,35,2,162477,249,300.6,7928,18.9,73870,4.9,911605.6,1825584,2e+05,0,82049,2
623,2020-11-22,2020-11-23,25,11,26,36,20,1,212863.6,145,338.1,4866,20.2,48184,5,601101.3,1195863,330000,0,53196,1
624,2020-11-23,2020-11-24,11,13,22,30,2,2,152457.8,206,341,6701,20.9,67442,5.1,859166.7,1713009,5e+05,0,74351,2
625,2020-11-24,2020-11-25,12,4,13,35,5,1,5e+05,239,348.6,7979,20.9,82431,4.9,1153988.4,2032302,4e+05,0,90650,1
626,2020-11-25,2020-11-26,15,4,32,22,1,1,369503.4,265,321.2,7890,21.6,80754,5.1,1036890.8,2075862,360000,0,88910,1
627,2020-11-26,2020-11-27,29,5,17,16,12,0,0,259,1756,8278,20.6,82315,5,1036905.8,2076792,5e+05,0,90852,0
628,2020-11-27,2020-11-28,12,26,28,1,32,1,5e+05,228,429.5,8306,23.6,86082,5.5,1267398.6,2388477,4e+05,0,94617,1
629,2020-11-28,2020-11-29,25,14,5,9,28,2,174234.3,255,314.8,7827,20.5,77138,5.1,982599.9,1957689,2e+05,0,85222,2
630,2020-11-29,2020-11-30,27,10,35,25,14,0,0,176,1609.2,5137,20.6,50685,5,642466.4,1293213,350000,0,55998,0
631,2020-11-30,2020-12-01,35,1,6,31,3,1,344436.4,238,333.3,7725,20.5,76500,5.1,972274.3,1935036,5e+05,0,84464,1
632,2020-12-01,2020-12-02,33,14,1,15,9,2,250000,283,345.9,9503,20.6,93951,5,1263406.5,2387106,380000,0,103739,2
633,2020-12-02,2020-12-03,15,14,20,8,9,4,100375.2,328,281.9,9443,19.6,91905,4.9,1129381.3,2255622,380000,0,101680,4
634,2020-12-03,2020-12-04,10,5,17,13,21,5,81783.7,333,282.9,9972,18.9,93204,4.9,1148294.6,2297295,5e+05,0,103514,5
635,2020-12-04,2020-12-05,12,20,24,27,5,2,250000,401,257.3,10524,19.6,102904,4.9,1313677.3,2516553,4e+05,0,113831,2
636,2020-12-05,2020-12-06,17,26,32,18,4,0,0,257,1716.3,7634,21.6,77221,5.2,1007532.7,2014146,2e+05,0,85112,0
637,2020-12-06,2020-12-07,8,16,20,22,17,1,237646,186,294.3,5501,20,53348,4.9,663811,1335090,350000,0,59036,1
638,2020-12-07,2020-12-08,3,18,26,27,23,3,116634,235,343,7715,20.9,76720,5.1,983022.5,1965741,450000,0,84673,3
639,2020-12-08,2020-12-09,6,25,17,30,2,1,389108.6,285,314.4,8159,21.9,85067,5.1,1091236.4,2186004,4e+05,0,93512,1
640,2020-12-09,2020-12-10,23,24,11,19,35,2,176812.8,299,272.5,8744,18.7,80091,5,999070.9,1986660,350000,0,89136,2
641,2020-12-10,2020-12-11,1,14,2,3,11,6,58679.9,297,273,9344,17.3,76979,5.1,987404.5,1977975,450000,0,86626,6
642,2020-12-11,2020-12-12,8,12,35,28,26,1,381835.2,258,340.9,8225,21.4,81541,5.2,1069815.6,2145141,350000,0,90025,1
643,2020-12-12,2020-12-13,23,30,36,6,3,3,102294.3,245,288.5,7130,19.8,68947,5,863474.4,1724061,2e+05,0,76325,3
644,2020-12-13,2020-12-14,36,3,23,15,1,1,212961.8,183,268.1,5147,19.1,47363,5,597146.8,1196415,350000,0,52694,1
645,2020-12-14,2020-12-15,33,27,19,14,25,1,311962.3,264,272.2,7504,19.2,69885,5,877324.9,1752597,450000,0,77654,1
646,2020-12-15,2020-12-16,12,19,5,36,6,0,0,353,1305.1,9739,17.7,88540,4.7,1049218.6,2103714,2e+05,0,98632,0
647,2020-12-16,2020-12-17,14,12,28,16,32,3,98330.4,229,296.7,6808,19.9,63824,5.2,830299.5,1657254,280000,0,70864,3
648,2020-12-17,2020-12-18,28,5,2,1,24,0,0,217,1951.5,8157,19.5,75471,5.1,967439.1,1933635,350000,0,83845,0
649,2020-12-18,2020-12-19,21,6,26,17,27,3,132322.5,256,357.2,8786,20.8,86296,5.1,1111269.1,2230155,3e+05,0,95341,3
650,2020-12-19,2020-12-20,24,19,28,27,29,0,0,260,1568,7570,20.2,70994,5.3,936862.2,1861545,180000,0,78824,0
651,2020-12-20,2020-12-21,8,3,18,1,36,4,59857.7,206,267.7,6452,17,56027,4.7,667587.9,1345116,3e+05,0,62689,4
652,2020-12-21,2020-12-22,16,27,15,19,10,1,340413.1,275,285.1,7851,20,75862,5.1,962731.8,1912434,4e+05,0,83989,1
653,2020-12-22,2020-12-23,4,6,12,26,11,2,188325.2,296,293.1,9583,18.1,88641,4.7,1053473,2116014,350000,0,98522,2
654,2020-12-23,2020-12-24,23,15,25,34,10,2,173800,226,354.3,8155,19.7,76061,5.1,976236.4,1952808,350000,0,84444,2
655,2020-12-24,2020-12-26,33,15,28,26,10,3,113715.3,216,363.8,7101,22.1,71857,5.3,957500.9,1916550,3e+05,0,79177,3
656,2020-12-26,2020-12-27,5,17,24,32,25,2,119112.1,155,354,5151,21.3,52883,5.1,672513.8,1338339,180000,0,58191,2
657,2020-12-27,2020-12-28,13,28,27,25,32,0,0,113,2172.1,4097,22.4,42593,5.2,558703.7,1120785,350000,0,46803,0
658,2020-12-28,2020-12-29,5,20,6,14,35,1,296185.8,191,357.2,6613,20.6,66436,5,832818.8,1663965,350000,0,73241,1
659,2020-12-29,2020-12-30,6,34,29,32,10,3,107749.8,188,396,6309,23.6,68999,5.2,905384.6,1816008,350000,0,75499,3
660,2020-12-30,2020-12-31,29,31,6,23,3,1,314238.2,213,339.8,6708,21.6,68213,5.2,886216,1765383,3e+05,0,75135,1
661,2020-12-31,2021-01-01,12,28,20,24,34,1,340258.9,278,281.9,8033,19.5,75368,5,952110.6,1911567,3e+05,0,83680,1
662,2021-01-01,2021-01-02,21,19,13,17,25,1,210150.4,201,240.9,5222,18.6,47595,5,593675.5,1180620,3e+05,0,53019,1
663,2021-01-02,2021-01-03,24,14,26,29,23,1,297904.1,206,333.1,6468,21.2,63322,5.2,832918.7,1673619,2e+05,0,69997,1
664,2021-01-03,2021-01-04,27,20,12,23,31,0,0,187,1469.2,5041,20.4,48792,5.2,631295.2,1254564,350000,0,54020,0
665,2021-01-04,2021-01-05,23,19,13,21,12,2,175756.8,268,302.1,8694,18.6,80376,4.9,988027.2,1974795,450000,0,89340,2
666,2021-01-05,2021-01-06,35,25,6,8,10,3,129034.7,283,315.1,9398,19,86019,5,1084934.4,2174742,4e+05,0,95703,3
667,2021-01-06,2021-01-07,16,2,15,34,10,4,90447.8,253,329.4,7757,21.5,78618,5.2,1020718.5,2032536,350000,0,86632,4
668,2021-01-07,2021-01-08,22,1,30,21,7,3,123222.5,348,244.7,9574,17.8,84953,4.8,1033014.7,2076783,5e+05,0,94878,3
669,2021-01-08,2021-01-09,25,10,17,14,13,2,250000,265,353.7,9248,20.3,89247,5.1,1236624.6,2286519,4e+05,0,98762,2
670,2021-01-09,2021-01-10,34,30,25,6,27,1,351347.4,249,325,7342,22,73975,5.3,985863.9,1973862,2e+05,0,81567,1
671,2021-01-10,2021-01-11,6,22,4,36,2,3,78739.7,227,239.7,5777,18.8,53385,5,666163.6,1327074,4e+05,0,59392,3
672,2021-01-11,2021-01-12,28,18,36,2,19,0,0,242,1721.4,7291,21.4,74084,5.1,950434.6,1902141,5e+05,0,81617,0
673,2021-01-12,2021-01-13,25,33,35,15,22,1,5e+05,334,258.4,9306,18.6,84538,5,1182087.2,2104962,450000,0,94179,1
674,2021-01-13,2021-01-14,15,33,30,25,28,4,87075,251,319.6,8499,18.8,75126,5.1,971443.4,1956741,4e+05,0,83880,4
675,2021-01-14,2021-01-15,33,35,29,17,16,0,0,256,1678.5,7521,21.4,75706,5.2,984316.6,1962111,5e+05,0,83483,0
676,2021-01-15,2021-01-16,6,14,29,27,15,3,139737.5,248,389.4,8779,22,90951,5.1,1172771.8,2355126,4e+05,0,99981,3
677,2021-01-16,2021-01-17,24,23,10,12,2,1,354838.7,254,321.8,8013,20.4,79907,5,999576.1,1993476,2e+05,0,88175,1
678,2021-01-17,2021-01-18,26,34,12,22,28,1,234723.4,188,287.5,5474,19.8,50465,5.2,659576.6,1318671,350000,0,56128,1
679,2021-01-18,2021-01-19,6,24,21,30,12,1,338012.4,357,218.1,7981,19.5,75753,5,950268.6,1898946,5e+05,0,84092,1
680,2021-01-19,2021-01-20,29,9,20,18,21,3,166666.7,250,351.7,9300,18.9,86067,5,1194030.1,2144472,4e+05,0,95620,3
681,2021-01-20,2021-01-21,30,32,22,35,4,3,119339.4,267,308.9,7637,21.6,78331,5.1,1004941.8,2011338,350000,0,86238,3
682,2021-01-21,2021-01-22,12,21,24,1,18,1,362071.1,289,288.5,9018,18.5,81500,4.9,1011630.6,2034108,5e+05,0,90808,1
683,2021-01-22,2021-01-23,4,25,9,23,19,3,141878.3,342,286.7,10568,18.6,98921,4.8,1195071.9,2391207,4e+05,0,109834,3
684,2021-01-23,2021-01-24,1,34,24,23,26,1,373962.8,203,424.3,7684,22.4,79111,5.3,1051505.6,2100915,2e+05,0,86999,1
685,2021-01-24,2021-01-25,20,25,19,3,16,2,124954.1,161,357.6,5802,19.8,57770,4.9,705434.4,1403979,450000,0,63735,2
686,2021-01-25,2021-01-26,4,26,10,14,31,1,389367.8,303,296,8089,22.2,82310,5.3,1094874.6,2187459,5e+05,0,90703,1
687,2021-01-26,2021-01-27,14,8,22,13,21,3,166666.7,273,381.3,9390,22.1,100062,5,1311924,2539218,450000,0,109728,3
688,2021-01-27,2021-01-28,1,21,5,9,2,3,139215,445,216.2,12378,15.6,94365,5,1178775.8,2346321,4e+05,0,107191,3
689,2021-01-28,2021-01-29,12,14,13,1,36,3,143841.5,326,304.9,9105,21.8,92155,5.2,1208616.9,2424294,5e+05,0,101589,3
690,2021-01-29,2021-01-30,9,2,16,33,12,1,506424.1,367,317.8,11334,20.6,114336,5,1428217.1,2845080,4e+05,0,126038,1
691,2021-01-30,2021-01-31,1,4,20,21,34,2,218538.2,336,299.7,10149,19.8,98577,4.9,1221753.1,2455485,2e+05,0,109064,2
692,2021-01-31,2021-02-01,2,18,31,30,26,1,295472.8,176,386.6,5938,23,61782,5.4,833711.2,1659960,450000,0,67897,1
693,2021-02-01,2021-02-02,11,3,4,19,17,2,209084.2,353,272.9,11192,17.2,102853,4.5,1169843,2349261,5e+05,0,114400,2
694,2021-02-02,2021-02-03,32,1,22,34,9,1,5e+05,296,352.6,9559,21.8,100144,5.1,1323490.2,2545962,450000,0,110000,1
695,2021-02-03,2021-02-04,10,33,31,34,5,0,0,313,1769.5,10754,19.3,100392,5,1263365.7,2528976,4e+05,0,111459,0
696,2021-02-04,2021-02-05,8,27,34,23,7,0,0,341,1611.5,10087,20.4,100927,5,1259931.3,2509227,5e+05,0,111355,0
697,2021-02-05,2021-02-06,34,31,29,35,23,0,0,310,1965.3,10607,20.6,99677,5.3,1356035.3,2664489,4e+05,0,110594,0
698,2021-02-06,2021-02-07,23,31,9,15,21,2,198363.1,272,335.9,8429,21.7,87494,5,1108470.3,2228799,2e+05,0,96197,2
699,2021-02-07,2021-02-08,20,29,7,1,9,0,0,237,1364.1,6642,18.2,60070,4.9,738519.1,1476210,4e+05,0,66949,0
700,2021-02-08,2021-02-09,9,11,30,1,2,0,0,325,1435.4,9169,19.1,87904,4.9,1072362.5,2130129,5e+05,0,97398,0
701,2021-02-09,2021-02-10,23,5,7,27,19,2,209620.6,378,255.5,11144,17.3,98501,4.7,1171566.1,2355288,450000,0,110025,2
702,2021-02-10,2021-02-11,2,17,11,34,21,1,366600.1,310,272.4,8702,19.4,81786,5,1028792.9,2059551,4e+05,0,90799,1
703,2021-02-11,2021-02-12,12,27,32,36,6,4,93701.7,338,255.4,9303,18.6,85312,4.9,1052196.6,2105655,5e+05,0,94957,4
704,2021-02-12,2021-02-13,24,7,27,16,9,2,250000,307,315.1,9905,19.5,97417,4.9,1267226.5,2359803,4e+05,0,107631,2
705,2021-02-13,2021-02-14,35,20,25,1,12,2,2e+05,272,290.5,7868,20.1,76480,5,1019562.8,1926777,3e+05,0,84622,2
706,2021-02-14,2021-02-15,14,18,27,25,12,1,3e+05,195,264.1,5467,18.8,50978,4.8,698973.5,1256319,450000,0,56641,1
707,2021-02-15,2021-02-16,14,12,3,32,27,0,0,256,1637.4,7985,19.7,74299,5.2,962833.7,1914018,5e+05,0,82540,0
708,2021-02-16,2021-02-17,23,2,15,20,24,1,400844.4,266,347.1,8807,20.9,88507,5,1119774.3,2251935,450000,0,97581,1
709,2021-02-17,2021-02-18,2,15,20,12,18,2,179916.1,323,256.6,9279,17.9,82588,4.9,1013489.3,2021529,4e+05,0,92192,2
710,2021-02-18,2021-02-19,29,22,33,14,19,3,120360.7,287,289.8,8359,19.9,79669,5.1,1016910.7,2028552,5e+05,0,88318,3
711,2021-02-19,2021-02-20,14,13,21,12,23,6,83333.3,349,266.1,9197,20.2,90748,4.9,1223313.3,2265489,4e+05,0,100300,6
712,2021-02-20,2021-02-21,8,6,13,28,34,1,333771.6,245,313.9,7439,20.7,71653,5.3,944425.3,1875120,2e+05,0,79338,1
713,2021-02-21,2021-02-22,28,1,22,9,3,1,216676.3,182,274.2,5663,17.6,50596,4.7,604050.7,1217283,4e+05,0,56442,1
714,2021-02-22,2021-02-23,22,11,2,21,34,1,313347,380,189.9,7863,18.4,71596,4.9,881008.6,1760376,5e+05,0,79840,1
715,2021-02-23,2021-02-24,29,21,3,27,15,1,5e+05,254,323.8,8046,20.4,78282,5.1,1145621.8,2005923,4e+05,0,86583,1
716,2021-02-24,2021-02-25,34,22,7,26,29,0,0,238,1710.3,7156,21.3,71058,5.2,928975.8,1858686,4e+05,0,78452,0
717,2021-02-25,2021-02-26,15,10,30,19,8,3,127312.7,326,269.9,9126,19.3,86837,4.9,1071558.6,2145720,5e+05,0,96292,3
718,2021-02-26,2021-02-27,25,3,12,16,35,3,166666.7,396,267.7,10992,19.3,104597,4.9,1330680.2,2585376,4e+05,0,115988,3
719,2021-02-27,2021-02-28,12,11,28,27,17,1,392887.2,272,332.6,8692,20.8,89717,4.9,1103761.3,2207232,2e+05,0,98682,1
720,2021-02-28,2021-03-01,2,22,18,24,7,1,264570.3,219,278.3,6524,18.7,62031,4.8,745265.6,1486350,4e+05,0,68775,1
721,2021-03-01,2021-03-02,6,24,28,13,33,3,126708.1,293,298.8,8309,21,80318,5.3,1067847.1,2135529,5e+05,0,88923,3
722,2021-03-02,2021-03-03,36,21,22,34,30,2,250000,280,362.9,9830,20.7,97928,5,1294733,2477799,450000,0,108040,2
723,2021-03-03,2021-03-04,34,8,5,22,27,2,218869.5,343,293.9,9888,20.4,98527,5,1232896.9,2459208,350000,0,108760,2
724,2021-03-04,2021-03-05,11,19,9,13,1,3,148004.2,399,256.3,11821,17.3,106034,4.7,1249139.4,2494452,5e+05,0,118257,3
725,2021-03-05,2021-03-06,14,4,26,34,8,2,250000,437,254.7,11677,19.1,105515,5.1,1372461.1,2714505,4e+05,0,117631,2
726,2021-03-06,2021-03-07,8,10,24,2,34,8,48230.7,279,318.6,9169,19.3,86294,5,1083166.7,2167674,2e+05,0,95750,8
727,2021-03-07,2021-03-08,22,19,28,27,33,0,0,160,1964.1,5774,20.4,56499,5.1,720190.5,1435005,4e+05,0,62433,0
728,2021-03-08,2021-03-09,15,35,30,18,1,0,0,319,1464.1,8545,20.5,82734,5.1,1064163.8,2132538,5e+05,0,91598,0
729,2021-03-09,2021-03-10,33,9,5,27,22,2,214433.6,450,219.5,11470,17.2,99532,4.8,1202679.8,2409366,450000,0,111454,2
730,2021-03-10,2021-03-11,10,11,25,32,4,0,0,316,1486.9,8898,19.8,86264,5,1077360.8,2145486,350000,0,95478,0
731,2021-03-11,2021-03-12,6,9,29,31,12,3,127087.7,318,276.1,9539,18.4,86440,4.9,1068136.5,2141928,5e+05,0,96300,3
732,2021-03-12,2021-03-13,23,28,30,1,19,1,5e+05,253,380.5,8440,22.8,89958,5.2,1256480.1,2347398,4e+05,0,98652,1
733,2021-03-13,2021-03-14,36,18,33,5,26,2,172604,282,281.9,8234,19.3,77346,5,970350,1939371,2e+05,0,85864,2
734,2021-03-14,2021-03-15,35,25,31,6,13,0,0,186,1496.4,4980,21,49223,5.1,633947.7,1270887,4e+05,0,54389,0
735,2021-03-15,2021-03-16,29,21,4,20,17,1,359685.8,251,330.1,8407,19.7,80446,5,1010388.8,2020707,450000,0,89105,1
736,2021-03-16,2021-03-17,23,1,17,3,8,2,203895.1,323,290.8,9909,19,94047,4.9,1150819.9,2290956,4e+05,0,104281,2
737,2021-03-17,2021-03-18,5,17,9,36,32,3,126680.1,325,269.3,9012,19.4,88247,4.8,1065981.2,2135058,350000,0,97587,3
738,2021-03-18,2021-03-19,29,24,23,27,11,4,94790.5,243,359.5,8523,20.5,83665,5,1059567,2130123,5e+05,0,92435,4
739,2021-03-19,2021-03-20,20,4,27,5,36,2,221144.3,310,328.6,9988,20.4,100798,4.9,1241820,2484768,4e+05,0,111098,2
740,2021-03-20,2021-03-21,12,34,15,4,26,2,182698.2,286,294.3,8481,19.8,80664,5.1,1028876.4,2052789,2e+05,0,89433,2
741,2021-03-21,2021-03-22,24,21,7,3,2,1,235632.4,205,264.7,6247,17.4,57654,4.6,663802.1,1323777,4e+05,0,64107,1
742,2021-03-22,2021-03-23,6,11,8,32,33,1,282243.5,182,357.2,6130,21.2,63978,4.9,790702.1,1585638,450000,0,70291,1
743,2021-03-23,2021-03-24,30,28,32,6,11,2,189126,246,354.2,8106,21.5,79549,5.3,1061273.9,2125011,4e+05,0,87903,2
744,2021-03-24,2021-03-25,25,33,30,32,27,2,184430.5,262,324.3,7613,22.3,78763,5.3,1041041.4,2072253,350000,0,86640,2
745,2021-03-25,2021-03-26,15,24,2,17,18,1,416968.1,268,358.3,9340,20.6,90869,5.1,1168828.4,2342517,5e+05,0,100478,1
746,2021-03-26,2021-03-27,35,13,15,7,33,2,250000,359,317.9,10871,21,111244,5,1398637.1,2783397,4e+05,0,122476,2
747,2021-03-27,2021-03-28,14,22,10,11,27,4,103824.8,326,293.4,10493,18.2,95888,4.8,1162182.6,2333142,2e+05,0,106711,4
748,2021-03-28,2021-03-29,24,31,21,16,12,0,0,197,1724.4,6780,18.8,62197,5,778155.8,1551078,4e+05,0,69174,0
749,2021-03-29,2021-03-30,30,32,9,3,10,1,391974.7,278,324.8,8883,20.3,87970,5,1102444,2202105,5e+05,0,97132,1
750,2021-03-30,2021-03-31,24,16,33,25,27,1,5e+05,307,344.2,10649,19.9,101523,5,1325199.5,2577750,450000,0,112480,1
751,2021-03-31,2021-04-01,26,25,17,14,31,0,0,315,1727.2,9178,22.2,93952,5.3,1245765.2,2484348,320000,0,103445,0
752,2021-04-01,2021-04-02,12,10,30,7,36,1,452606.1,333,313.1,10486,19.8,103918,4.9,1273689.4,2542731,5e+05,0,114738,1
753,2021-04-02,2021-04-03,22,29,12,20,14,1,350445,283,285.2,8022,20.2,77928,5,982841,1968792,350000,0,86234,1
754,2021-04-03,2021-04-04,24,25,12,6,10,5,72067.9,323,257,9117,18.2,82403,4.9,1013054.6,2024379,2e+05,0,91848,5
755,2021-04-04,2021-04-05,10,14,30,4,35,2,128638.2,183,323.8,5801,20.4,56791,5,718827.2,1445373,3e+05,0,62777,2
756,2021-04-05,2021-04-06,1,15,19,12,9,2,149912.5,262,263.6,7867,17.6,71595,4.7,843843.9,1684410,4e+05,0,79726,2
757,2021-04-06,2021-04-07,18,12,13,31,35,0,0,280,1908.8,8938,22.4,93547,5.2,1221119.6,2440467,4e+05,0,102765,0
758,2021-04-07,2021-04-08,9,24,29,8,22,2,218720.3,310,325,9632,20.9,98516,5,1232079.4,2457531,4e+05,0,108460,2
759,2021-04-08,2021-04-09,16,12,15,21,6,2,221458.8,345,295.7,10631,19.2,100632,4.9,1242146.1,2488302,5e+05,0,111610,2
760,2021-04-09,2021-04-10,34,35,13,9,2,2,245644.8,312,362.7,10483,21.6,107283,5.1,1378028.1,2760054,4e+05,0,118080,2
761,2021-04-10,2021-04-11,30,34,29,5,20,0,0,244,1971.8,8236,21.8,84178,5.2,1098389.6,2196816,2e+05,0,92658,0
762,2021-04-11,2021-04-12,6,33,5,27,7,0,0,221,1434.3,6434,18.5,59268,4.9,726422.5,1447464,420000,0,65923,0
763,2021-04-12,2021-04-13,10,21,3,7,8,1,373389.9,321,268,9805,17.5,88801,4.7,1048370.1,2097696,5e+05,0,98928,1
764,2021-04-13,2021-04-14,11,2,1,31,19,1,428615.1,342,288.6,10898,18.2,98803,4.8,1199914.3,2407950,4e+05,0,110044,1
765,2021-04-14,2021-04-15,35,9,2,23,10,2,193518.4,259,344.2,8655,20.5,85417,5.1,1089238.8,2174364,350000,0,94333,2
766,2021-04-15,2021-04-16,17,26,6,23,3,1,407022.8,302,310.5,9194,20.4,89598,5.1,1145301.2,2286645,550000,0,99095,1
767,2021-04-16,2021-04-17,25,30,7,29,4,3,160203.2,346,319.9,10754,20.6,109465,4.9,1349205.9,2700054,4e+05,0,120568,3
768,2021-04-17,2021-04-18,24,13,3,20,29,2,193617.5,265,336.6,8513,21,84275,5.1,1085009.5,2175477,220000,0,93055,2
769,2021-04-18,2021-04-19,15,21,24,20,1,3,82235.1,162,350.8,5568,20.4,55337,5,693807.1,1385985,4e+05,0,61070,3
770,2021-04-19,2021-04-20,21,13,36,28,31,2,180686.1,252,330.3,7579,21.9,77845,5.2,1015381.9,2030181,450000,0,85678,2
771,2021-04-20,2021-04-21,10,1,13,36,4,2,209542.9,329,293.4,9675,20,94415,5,1181189.4,2354415,4e+05,0,104421,2
772,2021-04-21,2021-04-22,23,3,26,4,8,3,125826.1,263,330.6,8667,20.1,85962,4.9,1059846.6,2120664,350000,0,94895,3
773,2021-04-22,2021-04-23,18,4,12,29,21,0,0,312,1516.8,9182,19.3,87701,4.9,1080189.1,2160963,5e+05,0,97195,0
774,2021-04-23,2021-04-24,13,27,24,8,23,1,475500.8,361,303.4,10783,20.3,104420,5.1,1336465.1,2671353,4e+05,0,115565,1
775,2021-04-24,2021-04-25,36,6,24,13,32,1,399228.6,300,306.6,9041,20.3,87739,5,1113435.9,2242857,220000,0,97081,1
776,2021-04-25,2021-04-26,25,6,11,17,26,0,0,210,1569.9,6309,19.6,59516,5.1,756867,1505472,4e+05,0,66035,0
777,2021-04-26,2021-04-27,31,19,2,5,13,1,404691.4,316,295,9380,19.9,91593,4.9,1133379.1,2273547,4e+05,0,101290,1
778,2021-04-27,2021-04-28,14,18,23,5,16,2,195305.1,337,267,8870,20.3,85720,5.1,1097822.2,2194440,350000,0,94929,2
779,2021-04-28,2021-04-29,2,29,23,35,14,1,397727.6,256,357.8,8058,22.7,82471,5.4,1117584.4,2234424,4e+05,0,90786,1
780,2021-04-29,2021-04-30,26,4,16,36,9,1,423597.6,344,283.7,9621,20.3,94284,5.1,1197345.1,2379762,5e+05,0,104250,1
781,2021-04-30,2021-05-01,20,28,1,29,8,2,255200.2,360,326.5,10810,21.7,110346,5.1,1425282,2867418,450000,0,121518,2
782,2021-05-01,2021-05-02,13,22,30,31,5,1,399261.7,316,291.1,8950,20.6,87535,5.1,1122047.8,2243043,250000,0,96802,1
783,2021-05-02,2021-05-03,21,14,24,31,27,0,0,187,1831.1,6371,20.1,60533,5.2,785244.4,1563615,4e+05,0,67091,0
784,2021-05-03,2021-05-04,18,11,23,28,34,6,66453.9,417,220.3,9207,19.9,87231,5.1,1118685.9,2240019,5e+05,0,96861,6
785,2021-05-04,2021-05-05,8,30,24,21,20,1,503375.6,310,374,11374,20.4,111344,5.1,1419199.6,2827953,450000,0,123029,1
786,2021-05-05,2021-05-06,8,24,4,25,14,4,113608.5,400,261.7,11089,18.9,102011,4.9,1268550,2553000,4e+05,0,113504,4
787,2021-05-06,2021-05-07,31,29,23,33,17,4,114397.5,332,317.4,10474,20.1,97901,5.3,1292369.5,2570730,5e+05,0,108711,4
