prov,head_sex,head_popgrp,head_age,hholdsz,mobphon_hh,wat_mun_source,lab_salary_hh,totalgrnt_hh,geotype,metro,quarter
Eastern Cape,Male,Coloured,58,5,3,Yes,0,0,Urban,Metro,3
Eastern Cape,Female,Coloured,58,3,3,Yes,8254,0,Urban,Metro,3
Eastern Cape,Female,Coloured,69,5,3,Yes,9475,0,Urban,Metro,3
Eastern Cape,Female,Coloured,51,2,2,No,16958,0,Urban,Metro,3
Eastern Cape,Male,Coloured,36,2,2,Yes,16433,0,Urban,Metro,3
Eastern Cape,Female,African/Black,68,1,1,Yes,0,1990,Urban,Metro,2
Eastern Cape,Male,African/Black,65,5,3,Yes,4950,3300,Urban,Metro,2
Eastern Cape,Female,African/Black,62,3,3,Yes,0,1990,Urban,Metro,2
Eastern Cape,Female,African/Black,81,1,0,Yes,0,2010,Urban,Metro,3
Eastern Cape,Male,African/Black,82,2,0,Yes,0,4020,Urban,Metro,3
Eastern Cape,Female,African/Black,64,3,2,Yes,1200,1990,Urban,Metro,3
Eastern Cape,Male,African/Black,53,1,0,Yes,0,350,Urban,Metro,3
Eastern Cape,Female,African/Black,50,2,2,Yes,9186,0,Urban,Metro,3
Eastern Cape,Female,African/Black,72,3,2,Yes,0,3980,Urban,Metro,3
Eastern Cape,Female,African/Black,81,1,0,Yes,0,2010,Urban,Metro,3
Eastern Cape,Female,African/Black,43,3,3,No,0,0,Urban,Metro,3
Eastern Cape,Male,African/Black,59,1,1,Yes,0,350,Urban,Metro,3
Eastern Cape,Male,Coloured,38,5,3,Yes,12215,0,Urban,Metro,1
Eastern Cape,Male,Coloured,40,5,3,Yes,0,1790,Urban,Metro,1
Eastern Cape,Female,Coloured,37,7,1,Yes,0,1880,Urban,Metro,1
Eastern Cape,Female,Coloured,62,7,2,Yes,2008,4130,Urban,Metro,1
Eastern Cape,Male,Coloured,64,3,2,Yes,0,1990,Urban,Metro,1
Eastern Cape,Male,Coloured,71,3,0,Yes,5520,2470,Urban,Metro,1
Eastern Cape,Female,African/Black,31,5,2,Yes,2997,1790,Urban,Metro,3
Eastern Cape,Female,African/Black,45,3,0,Yes,1800,480,Urban,Metro,3
Eastern Cape,Female,African/Black,52,7,0,Yes,0,2270,Urban,Metro,3
Eastern Cape,Male,African/Black,42,5,2,Yes,9475,1790,Urban,Metro,3
Eastern Cape,Female,African/Black,43,3,1,Yes,0,960,Urban,Metro,3
Eastern Cape,Male,Coloured,35,1,1,Yes,3929,0,Urban,Metro,3
Eastern Cape,Male,African/Black,44,5,3,Yes,0,2010,Urban,Metro,3
Eastern Cape,Male,African/Black,50,1,0,Yes,2000,0,Urban,Metro,3
Eastern Cape,Male,Coloured,40,4,1,Yes,0,3170,Urban,Metro,4
Eastern Cape,Male,Coloured,58,7,2,Yes,10514,1790,Urban,Metro,4
Eastern Cape,Male,Coloured,47,3,1,Yes,0,830,Urban,Metro,4
Eastern Cape,Male,Coloured,64,7,3,Yes,9866,4940,Urban,Metro,4
Eastern Cape,Female,Coloured,52,4,3,No,8000,0,Urban,Metro,4
Eastern Cape,Male,African/Black,44,6,2,Yes,5257,1790,Urban,Metro,4
Eastern Cape,Male,Coloured,49,5,4,Yes,14732,960,Urban,Metro,4
Eastern Cape,Male,Coloured,28,3,1,Yes,1600,830,Urban,Metro,4
Eastern Cape,Female,African/Black,48,2,0,Yes,0,700,Urban,Metro,2
Eastern Cape,Female,Coloured,46,4,3,Yes,21475,830,Urban,Metro,2
Eastern Cape,Female,Coloured,55,2,2,Yes,1200,480,Urban,Metro,2
Eastern Cape,Male,Coloured,53,2,2,Yes,0,700,Urban,Metro,2
Eastern Cape,Female,African/Black,41,3,2,Yes,1200,720,Urban,Metro,2
Eastern Cape,Female,Coloured,43,4,1,Yes,0,3430,Urban,Metro,2
Eastern Cape,Male,Coloured,34,1,1,Yes,6958,0,Urban,Metro,2
Eastern Cape,Male,Coloured,49,6,2,Yes,9000,2470,Urban,Metro,2
Eastern Cape,Male,Coloured,64,8,5,Yes,0,6120,Urban,Metro,2
Eastern Cape,Male,Coloured,34,3,3,Yes,12215,480,Urban,Metro,2
Eastern Cape,Female,African/Black,43,3,3,Yes,3500,0,Urban,Metro,2
Eastern Cape,Female,African/Black,58,2,0,Yes,0,0,Urban,Metro,2
Eastern Cape,Male,Coloured,38,2,2,Yes,6958,0,Urban,Metro,2
Eastern Cape,Male,Coloured,37,6,2,Yes,3929,4150,Urban,Metro,2
Eastern Cape,Male,African/Black,37,4,2,Yes,9475,1310,Urban,Metro,2
Eastern Cape,Male,African/Black,48,1,1,No,4000,0,Urban,Metro,2
Eastern Cape,Male,African/Black,60,2,2,No,21583,0,Urban,Metro,2
Eastern Cape,Female,African/Black,58,4,4,Yes,42000,350,Urban,Metro,3
Eastern Cape,Female,African/Black,64,3,3,Yes,5257,2340,Urban,Metro,3
Eastern Cape,Female,African/Black,60,4,2,Yes,21000,0,Urban,Metro,3
Eastern Cape,Male,African/Black,43,2,2,Yes,9186,0,Urban,Metro,3
Eastern Cape,Male,African/Black,67,5,5,No,42500,0,Urban,Metro,3
Eastern Cape,Male,African/Black,74,2,2,Yes,0,1990,Urban,Metro,3
Eastern Cape,Male,African/Black,51,6,3,Yes,0,2250,Urban,Metro,3
Eastern Cape,Male,African/Black,39,5,3,No,12800,0,Urban,Metro,3
Eastern Cape,Male,African/Black,37,4,3,Yes,9955,960,Urban,Metro,4
Eastern Cape,Female,African/Black,71,1,0,Yes,0,1990,Urban,Metro,4
Eastern Cape,Female,African/Black,57,5,1,Yes,0,2140,Urban,Metro,4
Eastern Cape,Female,African/Black,69,2,1,Yes,5257,1990,Urban,Metro,4
Eastern Cape,Female,African/Black,46,1,1,Yes,0,1990,Urban,Metro,4
Eastern Cape,Male,African/Black,68,8,3,Yes,2997,5900,Urban,Metro,4
Eastern Cape,Male,African/Black,66,8,5,Yes,2997,4260,Urban,Metro,4
Eastern Cape,Female,African/Black,72,1,0,Yes,0,1990,Urban,Metro,2
Eastern Cape,Female,African/Black,63,5,1,Yes,0,3300,Urban,Metro,2
Eastern Cape,Female,African/Black,57,6,2,Yes,2000,3910,Urban,Metro,2
Eastern Cape,Male,White,46,5,5,Yes,19173,0,Urban,Metro,3
Eastern Cape,Female,African/Black,53,5,3,No,21583,960,Urban,Metro,3
Eastern Cape,Male,White,53,5,5,No,31500,0,Urban,Metro,3
Eastern Cape,Male,White,34,3,2,No,15000,0,Urban,Metro,3
Eastern Cape,Male,African/Black,52,3,3,Yes,0,0,Urban,Metro,3
Eastern Cape,Female,African/Black,40,5,3,Yes,600,3430,Urban,Metro,2
Eastern Cape,Male,African/Black,35,3,2,Yes,18609,0,Urban,Metro,2
Eastern Cape,Female,African/Black,62,11,1,Yes,0,6050,Urban,Metro,2
Eastern Cape,Female,African/Black,66,5,3,Yes,0,3060,Urban,Metro,2
Eastern Cape,Female,African/Black,67,7,5,Yes,0,3430,Urban,Metro,2
Eastern Cape,Male,African/Black,60,6,4,Yes,3929,4020,Urban,Metro,2
Eastern Cape,Male,African/Black,70,4,3,Yes,0,4460,Urban,Metro,2
Eastern Cape,Female,African/Black,38,3,1,Yes,1500,480,Urban,Metro,2
Eastern Cape,Male,African/Black,38,1,1,Yes,3200,0,Urban,Metro,2
Eastern Cape,Female,African/Black,63,1,0,Yes,0,1990,Urban,Metro,2
Eastern Cape,Male,African/Black,64,2,2,Yes,0,2340,Urban,Metro,2
Eastern Cape,Female,African/Black,64,4,2,Yes,0,3300,Urban,Metro,4
Eastern Cape,Female,African/Black,80,7,2,Yes,0,4500,Urban,Metro,4
Eastern Cape,Male,African/Black,63,10,3,Yes,10057,3300,Urban,Metro,4
Eastern Cape,Male,African/Black,64,2,1,Yes,0,3980,Urban,Metro,4
Eastern Cape,Male,African/Black,33,1,1,Yes,736,0,Urban,Metro,4
Eastern Cape,Female,African/Black,67,6,2,Yes,0,5160,Urban,Metro,4
Eastern Cape,Female,African/Black,39,3,1,Yes,0,960,Urban,Metro,3
Eastern Cape,Male,African/Black,38,6,1,Yes,5700,1920,Urban,Metro,3
Eastern Cape,Female,African/Black,69,1,1,Yes,0,1990,Urban,Metro,3
Eastern Cape,Male,African/Black,19,1,1,Yes,0,0,Urban,Metro,3
Eastern Cape,Female,African/Black,31,6,2,Yes,5257,2270,Urban,Metro,3
Eastern Cape,Female,African/Black,49,3,3,Yes,28541,0,Urban,Metro,3
Eastern Cape,Male,African/Black,69,2,2,Yes,0,3980,Urban,Metro,1
Eastern Cape,Male,African/Black,39,4,2,No,1200,960,Urban,Metro,1
Eastern Cape,Male,African/Black,69,3,2,Yes,0,1990,Urban,Metro,3
Eastern Cape,Female,African/Black,51,6,4,Yes,6958,1440,Urban,Metro,3
Eastern Cape,Male,African/Black,46,4,2,Yes,8000,1440,Urban,Metro,3
Eastern Cape,Female,African/Black,26,5,4,Yes,4900,1790,Urban,Metro,3
Eastern Cape,Female,African/Black,57,6,3,Yes,0,2140,Urban,Metro,3
Eastern Cape,Female,African/Black,67,4,3,Yes,0,2470,Urban,Metro,3
Eastern Cape,Female,African/Black,34,5,3,Yes,4200,1660,Urban,Metro,3
Eastern Cape,Female,African/Black,58,1,1,Yes,2008,0,Urban,Metro,3
Eastern Cape,Male,African/Black,29,1,1,Yes,9475,0,Urban,Metro,3
Eastern Cape,Male,African/Black,40,1,1,Yes,0,0,Urban,Metro,3
Eastern Cape,Male,African/Black,27,2,2,Yes,2000,0,Urban,Metro,3
Eastern Cape,Female,African/Black,66,5,5,Yes,3929,3170,Urban,Metro,3
Eastern Cape,Male,African/Black,60,3,0,Yes,5178,2690,Urban,Metro,3
Eastern Cape,Female,African/Black,26,4,2,Yes,4000,1440,Urban,Metro,3
Eastern Cape,Male,African/Black,35,1,0,Yes,0,0,Urban,Metro,3
Eastern Cape,Female,African/Black,62,9,2,Yes,0,5220,Urban,Metro,3
Eastern Cape,Male,African/Black,39,6,6,Yes,12649,480,Urban,Metro,3
Eastern Cape,Male,African/Black,45,1,1,No,9000,0,Urban,Metro,4
Eastern Cape,Male,African/Black,64,3,2,Yes,0,0,Urban,Metro,4
Eastern Cape,Female,African/Black,64,2,2,Yes,3500,1990,Urban,Metro,4
Eastern Cape,Male,African/Black,47,5,4,Yes,44287,960,Urban,Metro,4
Eastern Cape,Male,African/Black,71,1,0,Yes,0,1990,Urban,Metro,4
Eastern Cape,Female,African/Black,43,4,4,Yes,21500,0,Urban,Metro,4
Eastern Cape,Female,African/Black,36,3,1,Yes,5700,960,Urban,Metro,4
Eastern Cape,Female,African/Black,68,8,4,Yes,15000,3430,Urban,Metro,4
Eastern Cape,Female,African/Black,69,5,3,Yes,0,2820,Urban,Metro,4
Eastern Cape,Male,African/Black,69,2,1,Yes,0,2340,Urban,Metro,4
Eastern Cape,Male,African/Black,42,2,0,Yes,0,480,Urban,Metro,4
Eastern Cape,Male,African/Black,55,1,1,Yes,4500,0,Urban,Metro,4
Eastern Cape,Female,African/Black,81,3,0,Yes,2997,2010,Urban,Metro,4
Eastern Cape,Female,African/Black,64,2,1,Yes,2000,2340,Urban,Metro,4
Eastern Cape,Male,African/Black,70,10,3,Yes,7800,4480,Urban,Metro,4
Eastern Cape,Male,African/Black,65,5,3,Yes,0,5290,Urban,Metro,4
Eastern Cape,Female,African/Black,29,2,2,Yes,10514,0,Urban,Metro,4
Eastern Cape,Male,African/Black,49,2,2,Yes,9475,0,Urban,Metro,1
Eastern Cape,Female,African/Black,67,5,4,Yes,12000,1990,Urban,Metro,1
Eastern Cape,Female,African/Black,45,5,4,Yes,3500,0,Urban,Metro,1
Eastern Cape,Female,African/Black,52,5,2,Yes,3000,1050,Urban,Metro,1
Eastern Cape,Female,African/Black,74,3,1,Yes,0,2690,Urban,Metro,1
Eastern Cape,Male,African/Black,41,4,2,Yes,9475,0,Urban,Metro,2
Eastern Cape,Female,African/Black,74,2,2,Yes,2997,1990,Urban,Metro,2
Eastern Cape,Female,African/Black,58,4,2,Yes,0,960,Urban,Metro,2
Eastern Cape,Female,African/Black,59,1,1,Yes,1000,0,Urban,Metro,2
Eastern Cape,Female,African/Black,43,4,3,Yes,5000,1790,Urban,Metro,2
Eastern Cape,Male,African/Black,81,3,2,Yes,2008,4000,Urban,Metro,2
Eastern Cape,Female,African/Black,44,3,2,Yes,0,830,Urban,Metro,1
Eastern Cape,Female,African/Black,56,3,1,Yes,1249,830,Urban,Metro,1
Eastern Cape,Male,African/Black,65,5,4,Yes,4016,2950,Urban,Metro,1
Eastern Cape,Male,African/Black,57,4,4,Yes,2000,0,Urban,Metro,1
Eastern Cape,Male,Coloured,46,3,1,Yes,0,830,Urban,Metro,1
Eastern Cape,Male,Coloured,42,4,1,Yes,1516,480,Urban,Metro,1
Eastern Cape,Male,Coloured,37,2,0,Yes,0,480,Urban,Metro,1
Eastern Cape,Male,Coloured,50,2,1,Yes,5850,0,Urban,Metro,1
Eastern Cape,Male,Coloured,26,2,2,Yes,0,700,Urban,Metro,1
Eastern Cape,Male,African/Black,45,9,1,Yes,4500,3470,Urban,Metro,1
Eastern Cape,Male,Coloured,39,5,3,Yes,3000,1440,Urban,Metro,1
Eastern Cape,Male,African/Black,72,2,2,Yes,0,3980,Urban,Metro,2
Eastern Cape,Female,African/Black,53,6,2,Yes,1000,2400,Urban,Metro,2
Eastern Cape,Female,African/Black,69,2,2,Yes,0,2470,Urban,Metro,2
Eastern Cape,Female,African/Black,31,7,2,Yes,7858,3600,Urban,Metro,2
Eastern Cape,Female,African/Black,63,1,1,Yes,0,1990,Urban,Metro,2
Eastern Cape,Male,African/Black,40,1,1,Yes,6000,0,Urban,Metro,2
Eastern Cape,Female,African/Black,83,7,6,Yes,9929,2010,Urban,Metro,3
Eastern Cape,Female,African/Black,65,1,1,Yes,0,1990,Urban,Metro,3
Eastern Cape,Female,African/Black,40,1,1,Yes,10500,0,Urban,Metro,3
Eastern Cape,Female,African/Black,64,3,1,Yes,0,2950,Urban,Metro,3
Eastern Cape,Female,African/Black,68,2,1,Yes,0,4000,Urban,Metro,3
Eastern Cape,Female,African/Black,54,1,1,Yes,5257,0,Urban,Metro,3
Eastern Cape,Female,African/Black,79,2,1,Yes,2400,2010,Urban,Metro,3
Eastern Cape,Female,African/Black,69,4,1,Yes,0,2950,Urban,Metro,3
Eastern Cape,Male,African/Black,48,3,2,Yes,0,480,Urban,Metro,3
Eastern Cape,Male,White,39,7,3,Yes,9475,1990,Urban,Metro,1
Eastern Cape,Male,Coloured,58,4,3,Yes,4000,4460,Urban,Metro,1
Eastern Cape,Male,White,69,3,3,Yes,9475,0,Urban,Metro,1
Eastern Cape,Female,Coloured,56,3,3,Yes,12475,350,Urban,Metro,1
Eastern Cape,Female,African/Black,51,1,1,No,2000,0,Urban,Metro,1
Eastern Cape,Male,Indian/Asian,37,2,2,Yes,13200,0,Urban,Metro,1
Eastern Cape,Male,African/Black,28,3,2,Yes,9475,0,Urban,Metro,1
Eastern Cape,Female,White,57,2,2,No,0,3980,Urban,Metro,1
Eastern Cape,Female,White,49,2,1,Yes,14000,0,Urban,Metro,1
Eastern Cape,Female,White,84,2,1,No,0,0,Urban,Metro,1
Eastern Cape,Female,White,57,2,2,Yes,5257,1990,Urban,Metro,1
Eastern Cape,Male,African/Black,40,5,3,Yes,2744,0,Urban,Metro,4
Eastern Cape,Female,African/Black,59,5,3,Yes,0,480,Urban,Metro,4
Eastern Cape,Female,African/Black,39,4,2,Yes,8800,960,Urban,Metro,4
Eastern Cape,Male,African/Black,51,2,1,Yes,6958,0,Urban,Metro,4
Eastern Cape,Female,African/Black,66,4,0,Yes,0,3430,Urban,Metro,4
Eastern Cape,Male,African/Black,39,1,1,Yes,6500,0,Urban,Metro,4
Eastern Cape,Male,White,49,2,1,No,24000,0,Urban,Metro,3
Eastern Cape,Female,White,54,3,2,Yes,0,0,Urban,Metro,3
Eastern Cape,Female,White,67,2,2,No,0,0,Urban,Metro,3
Eastern Cape,Male,White,37,5,2,No,28500,0,Urban,Metro,3
Eastern Cape,Male,White,58,2,2,No,13352,0,Urban,Metro,3
Eastern Cape,Male,White,66,3,3,No,0,0,Urban,Metro,3
Eastern Cape,Male,White,69,2,2,No,0,0,Urban,Metro,3
Eastern Cape,Male,African/Black,61,2,2,No,6500,0,Urban,Metro,4
Eastern Cape,Female,White,56,3,3,No,10200,0,Urban,Metro,4
Eastern Cape,Male,White,50,3,3,No,3000,0,Urban,Metro,4
Eastern Cape,Male,White,28,2,2,Yes,14010,0,Urban,Metro,4
Eastern Cape,Male,Coloured,42,4,4,No,0,0,Urban,Metro,4
Eastern Cape,Female,African/Black,35,2,2,No,6500,0,Urban,Metro,4
Eastern Cape,Male,White,53,2,2,No,13352,0,Urban,Metro,4
Eastern Cape,Male,White,56,1,1,No,,0,Urban,Metro,4
Eastern Cape,Male,African/Black,24,2,2,Yes,0,0,Urban,Metro,4
Eastern Cape,Male,White,64,2,2,No,37000,0,Urban,Metro,4
Eastern Cape,Female,White,68,1,1,No,0,1990,Urban,Metro,4
Eastern Cape,Female,Coloured,48,7,3,Yes,0,2970,Urban,Metro,2
Eastern Cape,Female,Coloured,48,6,3,Yes,2008,480,Urban,Metro,2
Eastern Cape,Male,Coloured,51,10,6,Yes,14800,2880,Urban,Metro,2
Eastern Cape,Female,African/Black,57,2,0,Yes,0,1990,Urban,Metro,2
Eastern Cape,Male,Coloured,60,7,1,No,2997,5900,Farms,Metro,2
Eastern Cape,Female,White,42,2,2,No,0,0,Farms,Metro,2
Eastern Cape,Male,African/Black,43,5,1,Yes,0,1790,Farms,Metro,2
Eastern Cape,Male,African/Black,28,3,2,Yes,4000,0,Farms,Metro,2
Eastern Cape,Male,African/Black,26,6,1,Yes,3929,1440,Farms,Metro,2
Northern Cape,Male,African/Black,29,1,1,Yes,2000,0,Traditional,Non-metro,2
Northern Cape,Female,African/Black,54,1,0,No,0,1990,Traditional,Non-metro,2
Northern Cape,Female,African/Black,44,1,1,No,13000,0,Traditional,Non-metro,2
Northern Cape,Female,African/Black,52,2,1,Yes,2500,480,Traditional,Non-metro,2
Northern Cape,Female,African/Black,45,9,7,No,736,1920,Traditional,Non-metro,2
Northern Cape,Female,African/Black,74,2,2,Yes,0,1990,Traditional,Non-metro,2
Northern Cape,Female,African/Black,48,2,1,No,0,480,Traditional,Non-metro,2
Northern Cape,Female,Coloured,65,6,2,No,0,2950,Traditional,Non-metro,2
Northern Cape,Female,African/Black,32,3,2,No,3000,3980,Traditional,Non-metro,2
Northern Cape,Female,African/Black,53,5,2,No,0,1680,Traditional,Non-metro,2
Northern Cape,Male,African/Black,63,2,2,Yes,2008,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,63,3,2,No,0,720,Traditional,Non-metro,1
Northern Cape,Male,African/Black,65,13,7,Yes,0,3910,Traditional,Non-metro,1
Northern Cape,Male,African/Black,70,8,5,Yes,3000,5420,Traditional,Non-metro,1
Northern Cape,Male,African/Black,64,1,1,Yes,0,1990,Traditional,Non-metro,1
Northern Cape,Male,African/Black,30,1,1,No,10000,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,50,4,3,Yes,840,830,Traditional,Non-metro,1
Northern Cape,Male,African/Black,41,4,2,Yes,10000,1200,Traditional,Non-metro,1
Northern Cape,Male,African/Black,38,6,2,Yes,6000,2860,Traditional,Non-metro,1
Northern Cape,Female,African/Black,61,5,2,Yes,0,3190,Traditional,Non-metro,1
Northern Cape,Male,African/Black,70,4,3,No,0,4460,Traditional,Non-metro,4
Northern Cape,Female,African/Black,35,6,5,No,3424,2470,Traditional,Non-metro,4
Northern Cape,Female,African/Black,55,2,1,No,0,830,Traditional,Non-metro,4
Northern Cape,Male,African/Black,72,6,3,No,850,4940,Traditional,Non-metro,4
Northern Cape,Male,African/Black,38,5,3,Yes,15000,1990,Urban,Non-metro,2
Northern Cape,Male,African/Black,35,1,1,Yes,25000,0,Urban,Non-metro,2
Northern Cape,Male,African/Black,31,1,1,Yes,122304,0,Urban,Non-metro,2
Northern Cape,Male,African/Black,51,1,1,No,2500,0,Urban,Non-metro,2
Northern Cape,Female,African/Black,49,2,0,No,0,480,Traditional,Non-metro,2
Northern Cape,Male,African/Black,37,4,2,Yes,0,960,Traditional,Non-metro,2
Northern Cape,Male,African/Black,54,5,1,No,0,3910,Traditional,Non-metro,2
Northern Cape,Female,African/Black,42,5,2,No,0,1920,Traditional,Non-metro,2
Northern Cape,Female,African/Black,24,9,3,Yes,4000,1920,Traditional,Non-metro,2
Northern Cape,Male,African/Black,26,1,0,No,0,0,Traditional,Non-metro,2
Northern Cape,Female,African/Black,50,5,2,No,2000,1920,Traditional,Non-metro,2
Northern Cape,Male,African/Black,62,2,0,No,0,3980,Traditional,Non-metro,2
Northern Cape,Male,African/Black,60,4,3,No,3000,1990,Traditional,Non-metro,2
Northern Cape,Female,African/Black,52,7,4,Yes,0,2270,Traditional,Non-metro,3
Northern Cape,Male,African/Black,50,8,3,Yes,0,2400,Traditional,Non-metro,3
Northern Cape,Female,African/Black,73,6,3,Yes,0,5440,Traditional,Non-metro,3
Northern Cape,Male,African/Black,46,9,4,Yes,0,2970,Traditional,Non-metro,3
Northern Cape,Male,African/Black,52,6,4,Yes,0,960,Traditional,Non-metro,3
Northern Cape,Male,African/Black,34,6,1,Yes,0,1440,Traditional,Non-metro,3
Northern Cape,Male,African/Black,44,7,4,Yes,0,1680,Traditional,Non-metro,3
Northern Cape,Male,African/Black,67,13,3,Yes,0,8170,Traditional,Non-metro,3
Northern Cape,Female,African/Black,54,4,0,No,0,960,Traditional,Non-metro,3
Northern Cape,Female,African/Black,67,2,2,Yes,0,1990,Traditional,Non-metro,3
Northern Cape,Female,African/Black,87,9,3,Yes,0,6640,Traditional,Non-metro,3
Northern Cape,Female,African/Black,41,6,3,Yes,0,2030,Traditional,Non-metro,3
Northern Cape,Female,African/Black,43,6,3,Yes,0,1920,Traditional,Non-metro,3
Northern Cape,Female,African/Black,34,9,1,Yes,0,2880,Traditional,Non-metro,3
Northern Cape,Female,African/Black,60,1,1,No,4000,0,Farms,Non-metro,4
Northern Cape,Male,Coloured,49,1,1,No,5100,0,Farms,Non-metro,4
Northern Cape,Male,African/Black,28,2,2,No,5000,0,Farms,Non-metro,4
Northern Cape,Male,Coloured,70,3,3,No,21583,1990,Farms,Non-metro,4
Northern Cape,Male,White,60,2,2,No,77319,0,Farms,Non-metro,4
Northern Cape,Female,White,75,2,2,No,33427,0,Farms,Non-metro,4
Northern Cape,Female,African/Black,63,1,1,No,0,0,Traditional,Non-metro,3
Northern Cape,Female,African/Black,74,8,3,Yes,0,5200,Traditional,Non-metro,3
Northern Cape,Female,African/Black,54,4,3,Yes,10850,0,Traditional,Non-metro,3
Northern Cape,Female,African/Black,44,4,4,Yes,2500,480,Traditional,Non-metro,3
Northern Cape,Male,African/Black,51,2,1,Yes,0,480,Traditional,Non-metro,3
Northern Cape,Male,African/Black,57,5,4,Yes,0,1660,Traditional,Non-metro,3
Northern Cape,Male,African/Black,25,1,1,Yes,4000,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,45,1,1,Yes,0,1990,Traditional,Non-metro,3
Northern Cape,Male,African/Black,69,2,1,Yes,0,1990,Traditional,Non-metro,3
Northern Cape,Male,African/Black,64,1,1,Yes,0,1990,Traditional,Non-metro,2
Northern Cape,Female,African/Black,67,3,1,Yes,0,2950,Traditional,Non-metro,2
Northern Cape,Male,African/Black,62,5,4,Yes,10000,2950,Traditional,Non-metro,2
Northern Cape,Male,African/Black,65,4,4,Yes,60000,1990,Traditional,Non-metro,2
Northern Cape,Male,African/Black,25,1,1,Yes,0,0,Traditional,Non-metro,2
Northern Cape,Male,African/Black,64,12,6,No,0,5830,Traditional,Non-metro,2
Northern Cape,Male,African/Black,37,1,1,Yes,0,0,Traditional,Non-metro,2
Northern Cape,Female,African/Black,49,7,4,Yes,0,2140,Traditional,Non-metro,2
Northern Cape,Female,Coloured,41,2,1,Yes,3500,0,Urban,Non-metro,2
Northern Cape,Female,Coloured,60,4,2,Yes,400,1990,Urban,Non-metro,2
Northern Cape,Female,Coloured,59,2,2,Yes,5100,0,Urban,Non-metro,2
Northern Cape,Male,Coloured,30,2,1,Yes,4300,0,Urban,Non-metro,2
Northern Cape,Female,African/Black,67,2,0,Yes,0,1990,Urban,Non-metro,2
Northern Cape,Female,Coloured,31,2,2,Yes,10800,0,Urban,Non-metro,2
Northern Cape,Female,Coloured,37,12,1,Yes,8000,4190,Urban,Non-metro,2
Northern Cape,Male,African/Black,34,1,1,Yes,3500,0,Traditional,Non-metro,4
Northern Cape,Male,African/Black,54,1,1,Yes,5000,0,Traditional,Non-metro,4
Northern Cape,Female,African/Black,51,6,5,Yes,18150,480,Traditional,Non-metro,4
Northern Cape,Female,African/Black,68,7,4,Yes,5500,4810,Traditional,Non-metro,4
Northern Cape,Female,African/Black,60,1,1,Yes,4500,0,Traditional,Non-metro,4
Northern Cape,Female,African/Black,85,2,2,Yes,9475,2010,Traditional,Non-metro,4
Northern Cape,Female,African/Black,54,4,3,Yes,9475,480,Traditional,Non-metro,4
Northern Cape,Female,African/Black,72,1,1,Yes,0,0,Traditional,Non-metro,4
Northern Cape,Male,African/Black,34,2,2,Yes,1500,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,45,4,4,Yes,6000,0,Traditional,Non-metro,1
Northern Cape,Female,African/Black,24,8,4,Yes,4000,2270,Traditional,Non-metro,1
Northern Cape,Female,African/Black,54,2,1,Yes,0,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,44,3,2,Yes,4000,0,Traditional,Non-metro,1
Northern Cape,Female,African/Black,45,1,1,Yes,3500,0,Traditional,Non-metro,1
Northern Cape,Female,African/Black,30,5,2,No,0,1920,Traditional,Non-metro,1
Northern Cape,Female,African/Black,38,7,1,No,0,2400,Traditional,Non-metro,1
Northern Cape,Female,African/Black,52,2,2,Yes,0,480,Traditional,Non-metro,3
Northern Cape,Male,African/Black,31,1,1,Yes,20000,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,47,1,1,Yes,25000,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,63,10,6,Yes,4000,6620,Traditional,Non-metro,3
Northern Cape,Female,African/Black,62,2,2,Yes,10000,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,37,4,2,Yes,9000,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,47,3,2,Yes,0,480,Traditional,Non-metro,3
Northern Cape,Male,African/Black,53,6,4,Yes,54000,0,Traditional,Non-metro,3
Northern Cape,Female,African/Black,85,6,5,Yes,7000,4960,Traditional,Non-metro,3
Northern Cape,Male,African/Black,60,2,2,No,0,0,Traditional,Non-metro,3
Northern Cape,Male,African/Black,34,4,3,Yes,10000,2470,Traditional,Non-metro,3
Northern Cape,Female,African/Black,59,1,1,Yes,0,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,30,2,2,Yes,9000,0,Traditional,Non-metro,1
Northern Cape,Female,African/Black,44,3,3,Yes,44287,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,54,6,4,Yes,50000,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,50,8,5,Yes,51000,480,Traditional,Non-metro,1
Northern Cape,Male,African/Black,52,1,1,Yes,15000,0,Traditional,Non-metro,1
Northern Cape,Male,African/Black,49,1,1,Yes,15000,0,Traditional,Non-metro,1
Northern Cape,Female,African/Black,72,2,1,Yes,0,2340,Traditional,Non-metro,3
